date_time,plant_id,dc_power,ac_power,daily_yield,total_yield,ambient_temperature,module_temperature,irradiation,hour,day,month,year,delta_daily_yield,delta_daily_yield2
2020-05-15 00:00:00,4135001.0,0.0,0.0,0.0,6837222.666666667,25.18431613333333,22.8575074,0.0,0.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 00:15:00,4135001.0,0.0,0.0,0.0,6837222.666666667,25.08458866666667,22.761667866666663,0.0,0.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 00:30:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.935752600000008,22.59230553333333,0.0,0.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 00:45:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.8461304,22.36085213333333,0.0,0.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 01:00:00,4135001.0,0.0,0.0,0.0,6852801.909090909,24.621525357142858,22.165422642857145,0.0,1.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 01:15:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.536092200000002,21.968570866666667,0.0,1.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 01:30:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.638673866666664,22.352925666666668,0.0,1.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 01:45:00,4135001.0,0.0,0.0,0.0,6852801.909090909,24.873022333333328,23.1609192,0.0,1.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 02:00:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.936930466666663,23.026113,0.0,2.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 02:15:00,4135001.0,0.0,0.0,0.0,6837222.666666667,25.012247599999995,23.343229266666665,0.0,2.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 02:30:00,4135001.0,0.0,0.0,0.0,6837222.666666667,25.005149333333332,23.639459266666663,0.0,2.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 02:45:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.993019533333328,24.0394858,0.0,2.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 03:00:00,4135001.0,0.0,0.0,0.0,6837222.666666667,25.01630942857143,24.384135571428573,0.0,3.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 03:15:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.985215266666664,24.35150773333333,0.0,3.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 03:30:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.93773193333333,24.060296533333336,0.0,3.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 03:45:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.87909953333333,23.709794133333336,0.0,3.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 04:00:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.6789022,22.58994153333333,0.0,4.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 04:15:00,4135001.0,0.0,0.0,0.0,6852801.909090909,24.3519308,21.78364253333333,0.0,4.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 04:30:00,4135001.0,0.0,0.0,0.0,6852801.909090909,24.0626222,21.85252493333333,0.0,4.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 04:45:00,4135001.0,0.0,0.0,0.0,6852801.909090909,24.013224200000003,22.306315,0.0,4.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 05:00:00,4135001.0,0.0,0.0,0.0,6852801.909090909,24.177105799999996,22.551908466666664,0.0,5.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 05:15:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.304888,22.979492071428577,0.0,5.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 05:30:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.328727266666665,23.452380466666668,0.0,5.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 05:45:00,4135001.0,0.0,0.0,0.0,6837222.666666667,24.28921113333333,23.09669193333333,0.0008627212413333,5.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 06:00:00,4135001.0,4.486134322945198,4.329960317523809,0.0,6837222.666666667,24.088446066666663,22.2067566,0.0058869571866666,6.0,15.0,5.0,2020.0,0.0,0.0
2020-05-15 06:15:00,4135001.0,29.246219584518833,28.254223356190476,2.917233560095238,6837225.608857144,24.01163526666667,22.35345866666667,0.0222816074666666,6.0,15.0,5.0,2020.0,2.917233560095238,2.917233560095238
2020-05-15 06:30:00,4135001.0,69.40987489709329,67.28157467545454,14.751352813772728,6852816.6036363635,23.976731266666665,22.893282,0.0494097238666666,6.0,15.0,5.0,2020.0,11.834119253677489,11.834119253677489
2020-05-15 06:45:00,4135001.0,130.11249064880397,126.83855519545455,37.250270562272725,6852839.047227273,24.218990000000005,24.442443933333333,0.0953944536,6.0,15.0,5.0,2020.0,22.4989177485,22.4989177485
2020-05-15 07:00:00,4135001.0,187.9238854513677,184.21191558636363,78.07954545409092,6852879.871727273,24.537398399999997,27.18565286666666,0.1419404433333333,7.0,15.0,5.0,2020.0,40.829274891818194,40.829274891818194
2020-05-15 07:15:00,4135001.0,202.55155378365833,198.57830086818183,125.08982683636364,6852927.492818182,24.815959500000005,28.88847785714285,0.1547126757142856,7.0,15.0,5.0,2020.0,47.01028138227272,47.01028138227272
2020-05-15 07:30:00,4135001.0,198.25675430978484,194.3606872272727,175.0170454590909,6852976.929363637,24.988789866666664,29.6056438,0.1487991533333333,7.0,15.0,5.0,2020.0,49.92721862272725,49.92721862272725
2020-05-15 07:45:00,4135001.0,201.78653266335644,197.82248375909091,222.20129870454545,6853024.220727273,25.21618033333333,29.547110933333332,0.1447934189333333,7.0,15.0,5.0,2020.0,47.184253245454556,47.184253245454556
2020-05-15 08:00:00,4135001.0,294.68469641648136,289.34586038636365,280.0373376681818,6853081.751545455,25.41951306666667,31.41254473333333,0.2016386213333333,8.0,15.0,5.0,2020.0,57.836038963636355,57.836038963636355
2020-05-15 08:15:00,4135001.0,463.320910235971,454.63930195000006,374.05487013181823,6853175.943181818,25.959082133333325,35.5287108,0.3457076533333333,8.0,15.0,5.0,2020.0,94.01753246363643,94.01753246363643
2020-05-15 08:30:00,4135001.0,509.64705899090734,499.80013527727266,498.63582251363636,6853300.587318182,26.430782066666666,40.3180586,0.40534857266666663,8.0,15.0,5.0,2020.0,124.58095238181812,124.58095238181812
2020-05-15 08:45:00,4135001.0,420.4523366746738,412.7303571409091,603.1599026,6853404.890454546,26.8318298,39.08195373333332,0.3124267953333332,8.0,15.0,5.0,2020.0,104.52408008636365,104.52408008636365
2020-05-15 09:00:00,4135001.0,752.6738230119358,736.8795454545455,754.2353896090909,6853555.5990454545,27.6209698,45.0092326,0.6231526486666666,9.0,15.0,5.0,2020.0,151.07548700909092,151.07548700909092
2020-05-15 09:15:00,4135001.0,449.18027765594803,440.5832792272727,908.2264610363636,6853710.004363636,27.988362071428572,46.617706500000004,0.3448840357142857,9.0,15.0,5.0,2020.0,153.9910714272727,153.9910714272727
2020-05-15 09:30:00,4135001.0,347.80603576625896,341.4272727318182,994.9496753045455,6853797.353909091,27.516727866666667,39.136326,0.2492484,9.0,15.0,5.0,2020.0,86.72321426818189,86.72321426818189
2020-05-15 09:45:00,4135001.0,733.4529815083487,717.8687499954546,1115.1536796545454,6853916.853909091,27.450107666666668,40.93057693333333,0.5412059773333334,9.0,15.0,5.0,2020.0,120.20400434999988,120.20400434999988
2020-05-15 10:00:00,4135001.0,831.8838250562152,813.4908279181818,1333.9423702000001,6854136.3165,28.632191866666663,52.5477356,0.670675372,10.0,15.0,5.0,2020.0,218.78869054545476,218.78869054545476
2020-05-15 10:15:00,4135001.0,721.3924748518762,705.9977272727273,1498.7970779090908,6854299.8766363645,28.76891273333334,47.633738,0.5722834766666666,10.0,15.0,5.0,2020.0,164.8547077090907,164.8547077090907
2020-05-15 10:30:00,4135001.0,586.7969609052551,574.9359902681819,1673.7806817727273,6854475.562545454,29.35144260000001,49.249723266666656,0.45514838333333335,10.0,15.0,5.0,2020.0,174.98360386363652,174.98360386363652
2020-05-15 10:45:00,4135001.0,514.163029328431,504.16495129545456,1809.0587662272728,6854610.514636364,28.85470786666667,44.048325600000005,0.3619616539999999,10.0,15.0,5.0,2020.0,135.27808445454548,135.27808445454548
2020-05-15 11:00:00,4135001.0,880.7071454164939,860.7526947499999,1972.270617,6854774.381090909,29.410819333333336,47.6854534,0.6365608813333332,11.0,15.0,5.0,2020.0,163.21185077272708,163.21185077272708
2020-05-15 11:15:00,4135001.0,728.5950688896746,712.8960768363636,2170.5800865454544,6854971.693727273,30.21606228571428,50.006988571428565,0.5857872135714286,11.0,15.0,5.0,2020.0,198.30946954545448,198.30946954545448
2020-05-15 11:30:00,4135001.0,706.3598379609085,691.2401785727272,2351.1842532272726,6855153.227136364,30.2870728,49.8413636,0.5570693833333333,11.0,15.0,5.0,2020.0,180.60416668181824,180.60416668181824
